,F62,F107,F109,F116,F117,F110,F114,F115,F88,F70,F37,F74,F84,F7,F6,F13,F1,F5,category,1
409,0.6990687,-0.31727704,0.9367317,-0.54470265,-0.23974264,0.13976903,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,4.541022331992157e-06
410,0.6990687,-0.31727704,0.9367317,-0.54470265,-0.23974264,0.13976903,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,4.541022331992157e-06
411,0.6990687,-0.31727704,0.9367317,-0.54470265,-0.23974264,0.13976903,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,4.541022331992157e-06
412,0.6990687,-0.31727704,0.9367317,-0.54470265,-0.23974264,0.13976903,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,0.96500033,-0.3449856,0,2.5989728023649435e-06
413,-0.18285327,-0.31727704,0.9367317,-0.54470265,-0.23974264,0.13976903,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,6.252585126942349e-06
414,0.43449214,-0.31727704,0.9367317,-0.54470265,-0.23974264,0.13976903,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,4.998336063896913e-06
415,0.43449214,-0.31727704,0.9367317,-0.54470265,-0.23974264,0.13976903,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,4.998336063896913e-06
416,0.34629995,-0.31727704,0.9367317,-0.54470265,-0.23974264,0.13976903,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,5.160788406443272e-06
417,-0.35923767,-0.31727704,0.9367317,-0.54470265,-0.23974264,0.13976903,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,6.665623487005347e-06
418,0.52268434,-0.31727704,0.9367317,-0.54470265,-0.23974264,0.13976903,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,4.840997404331156e-06
419,0.52268434,-0.31727704,0.9367317,-0.54470265,-0.23974264,0.13976903,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,4.840997404331156e-06
420,-0.035866264,-0.31727704,0.9367317,-0.54470265,-0.23974264,0.13976903,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,5.928005989768939e-06
421,-0.035866264,-0.31727704,0.9367317,-0.54470265,-0.23974264,0.13976903,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,5.928005989768939e-06
422,0.08172334,-0.31727704,0.9367317,-0.54470265,-0.23974264,0.13976903,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,5.680516747828968e-06
423,3.638809,-0.31727704,0.9367317,-0.54470265,-0.23974264,0.13976903,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,1.563624592466404e-06
424,3.638809,-0.31727704,0.9367317,-0.54470265,-0.23974264,0.13976903,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,1.563624592466404e-06
425,3.638809,-0.31727704,0.9367317,-0.54470265,-0.23974264,0.13976903,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,1.563624592466404e-06
426,3.638809,-0.31727704,0.9367317,-0.54470265,-0.23974264,0.13976903,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,1.563624592466404e-06
427,3.638809,-0.31727704,0.9367317,-0.54470265,-0.23974264,0.13976903,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,1.563624592466404e-06
428,3.638809,-0.31727704,0.9367317,-0.54470265,-0.23974264,0.13976903,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,1.563624592466404e-06
429,3.638809,-0.31727704,0.9367317,-0.54470265,-0.23974264,0.13976903,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,1.563624592466404e-06
430,3.638809,-0.31727704,0.9367317,-0.54470265,-0.23974264,0.13976903,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,1.563624592466404e-06
431,3.638809,-0.31727704,0.9367317,-0.54470265,-0.23974264,0.13976903,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,1.563624592466404e-06
432,3.638809,-0.31727704,0.9367317,-0.54470265,-0.23974264,0.13976903,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,1.563624592466404e-06
433,0.9636454,-0.31727704,0.9367317,-0.54470265,-0.23974264,0.13976903,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,4.125549387757725e-06
434,0.9636454,-0.31727704,0.9367317,-0.54470265,-0.23974264,0.13976903,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,4.125549387757725e-06
435,0.9636454,-0.31727704,0.9367317,-0.54470265,-0.23974264,0.13976903,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,0.96500033,-0.3449856,0,2.3611838842723824e-06
436,0.9636454,-0.31727704,0.9367317,-0.54470265,-0.23974264,0.13976903,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,4.125549387757725e-06
437,0.9636454,-0.31727704,0.9367317,-0.54470265,-0.23974264,0.13976903,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,4.125549387757725e-06
438,0.19931294,-0.31727704,0.9367317,-0.54470265,-0.23974264,0.13976903,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,5.443359923765172e-06
439,-0.12405846,-0.31727704,0.9367317,-0.54470265,-0.23974264,0.13976903,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,6.120673622416368e-06
440,-0.12405846,-0.31727704,0.9367317,-0.54470265,-0.23974264,0.13976903,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,6.120673622416368e-06
441,0.49328694,-0.31727704,0.9367317,-0.54470265,-0.23974264,0.13976903,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,4.892885479251307e-06
442,0.49328694,-0.31727704,0.9367317,-0.54470265,-0.23974264,0.13976903,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,4.892885479251307e-06
443,-0.27104548,-0.31727704,0.9367317,-0.54470265,-0.23974264,0.13976903,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,0.96500033,-0.3449856,0,3.694865647087665e-06
444,-0.35923767,-0.31727704,0.9367317,-0.54470265,-0.23974264,0.13976903,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,0.96500033,-0.3449856,0,3.814953688371332e-06
445,-0.0064688614,-0.31727704,0.9367317,-0.54470265,-0.23974264,0.13976903,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,5.865140722704752e-06
446,-0.35923767,-0.31727704,0.9367317,-0.54470265,-0.23974264,0.13976903,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,6.665623487005347e-06
447,1.228222,-0.31727704,0.9367317,-0.54470265,-0.23974264,0.13976903,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,3.7480893568496144e-06
448,1.228222,-0.31727704,0.9367317,-0.54470265,-0.23974264,0.13976903,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,3.7480893568496144e-06
449,1.228222,-0.31727704,0.9367317,-0.54470265,-0.23974264,0.13976903,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,0.96500033,-0.3449856,0,2.1451510879592224e-06
450,1.228222,-0.31727704,0.9367317,-0.54470265,-0.23974264,0.13976903,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,3.7480893568496144e-06
451,1.228222,-0.31727704,0.9367317,-0.54470265,-0.23974264,0.13976903,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,3.7480893568496144e-06
452,0.08172334,-0.31727704,0.9367317,-0.54470265,-0.23974264,0.13976903,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,5.680516747828968e-06
453,-0.09466106,-0.31727704,0.9367317,-0.54470265,-0.23974264,0.13976903,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,6.055765161531422e-06
454,-0.18285327,-0.31727704,0.9367317,-0.54470265,-0.23974264,0.13976903,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,6.252585126942349e-06
455,0.14051814,-0.31727704,0.9367317,-0.54470265,-0.23974264,0.13976903,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,5.56067416830346e-06
456,0.14051814,-0.31727704,0.9367317,-0.54470265,-0.23974264,0.13976903,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,5.56067416830346e-06
457,-0.41803247,-0.31727704,0.6090452,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,0.96500033,-0.3449856,0,2.9722476500689997e-06
458,-0.035866264,-0.31727704,0.6090452,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,0.96500033,-0.3449856,0,2.5875708313353676e-06
459,0.9636454,-0.31727704,0.6090452,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,3.1464231188069465e-06
460,-0.12405846,-0.31727704,0.6090452,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,0.96500033,-0.3449856,0,2.6716704200877895e-06
461,-0.27104548,-0.31727704,0.6090452,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,0.96500033,-0.3449856,0,2.81795426787563e-06
462,-0.35923767,-0.31727704,0.6090452,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,0.96500033,-0.3449856,0,2.909541607490494e-06
463,-0.24164808,2.6818616,0.6090452,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,0.96500033,-0.3449856,0,1.1492405186795012e-06
464,-0.6238143,-0.31727704,-0.18125731,-0.54470265,0.11020995,0.19066201,-0.2469495,-0.23607753,-1.2134954,-1.3814964,0.21199754,0.0696986,-1.2664572,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00010134148906242049
465,-0.6238143,-0.21016496,-0.18125731,-0.54470265,0.11020995,0.19066201,-0.2469495,-0.23607753,-1.2134954,-1.3814964,-0.26441452,1.8213453,-1.2664572,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00015983617660163203
466,-0.53562206,0.64673173,-0.18125731,-0.54470265,0.11020995,0.19066201,-0.2469495,-0.23607753,-1.0371647,-1.2824622,0.21199754,0.0696986,-1.2664572,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,6.737361040527044e-05
467,1.1106324,-0.31727704,-0.18125731,-0.54470265,0.11020995,0.19066201,-0.2469495,-0.23607753,-0.979774,-1.2004054,0.21199754,0.0696986,-1.2664572,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,4.716280979848162e-05
468,-0.7120065,-0.31727704,-0.9908355,1.4852144,1.1390057,1.0568893,-0.2469495,-0.23607753,-0.95981205,-1.1703093,0.21199754,0.0696986,-1.2664572,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00356748825691353
469,2.9920661,0.5396197,-1.434176,-0.54470265,2.140103,1.8231676,-0.2469495,-0.23607753,-0.9789423,-1.2001481,-0.26441452,2.2686946,-1.2664572,-0.11675073,3.404957,-0.085960224,0.96500033,2.8986719,0,0.011448726480220484
470,-0.18285327,0.5396197,-1.4149003,-0.54470265,1.6486552,1.3634006,-0.2469495,-0.23607753,-0.9789423,-1.2001481,-0.26441452,2.2686946,-1.2664572,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0008333193739642782
471,-0.18285327,0.5396197,-0.18125731,-0.54470265,0.11020995,0.19066201,-0.2469495,-0.23607753,-1.0704347,-1.3135873,-0.26441452,2.2686946,-1.2664572,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00011244831368905411
472,-0.18285327,-0.31727704,-1.434176,-0.54470265,2.140103,1.8231676,-0.2469495,-0.23607753,-0.9556533,-1.1615634,-0.26441452,0.0696986,-1.2668754,8.565258,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.03627882242702165
473,-0.53562206,-0.31727704,-1.4149003,-0.54470265,1.6486552,1.3634006,-0.2469495,-0.23607753,-0.9556533,-1.1615634,-0.26441452,0.0696986,-1.2668754,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0007308734963024382
474,-0.53562206,-0.31727704,-0.18125731,-0.54470265,0.11020995,0.19066201,-0.2469495,-0.23607753,-2.1650152,-1.6279242,-0.26441452,0.0696986,-1.2668754,-0.11675073,3.404957,-0.085960224,0.96500033,2.8986719,0,0.003998161788698061
475,-0.53562206,-0.31727704,-0.18125731,-0.54470265,0.11020995,0.19066201,-0.2469495,-0.23607753,-2.1650152,-1.6279242,-0.26441452,0.0696986,-1.2668754,-0.11675073,3.404957,-0.085960224,0.96500033,2.8986719,0,0.003998161788698061
476,5.8142166,-0.31727704,-1.202868,-0.54470265,2.140103,2.9725847,-0.2469495,-0.23607753,-1.0612854,-1.305613,1.1648216,0.0696986,-1.2737762,-0.11675073,-0.26468047,-0.085960224,-0.6012105,2.8986719,0,0.0007376383504755134
477,5.8142166,-0.31727704,-1.202868,-0.54470265,2.140103,2.9725847,-0.2469495,-0.23607753,-1.0471457,-1.2932659,1.1648216,0.0696986,-1.2737762,-0.11675073,3.404957,-0.085960224,-0.6012105,2.8986719,0,0.007805223825259692
478,-0.7120065,-0.31727704,-1.3570733,1.4852144,0.91148347,0.6737503,-0.2469495,-0.23607753,-2.3213837,-1.655448,1.1648216,0.0696986,-1.2737762,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.004397791141014739
479,-0.7120065,-0.31727704,-1.3570733,1.4852144,-0.31713596,1.248459,-0.2469495,2.7760584,0.2412324,0.31906146,1.1648216,0.0696986,-1.2737762,-0.11675073,-0.26468047,11.6332855,-0.6012105,-0.3449856,0,0.0004989606700073654
480,-0.38863507,-0.31727704,-1.4534516,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,-1.0188663,-1.2482505,-0.26441452,0.0055218944,-1.2737762,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,7.524457425904776e-05
481,0.02292854,-0.31727704,-1.4534516,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,-1.0188663,-1.2482505,-0.26441452,0.0055218944,-1.2737762,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,6.481217304145077e-05
482,-0.21225066,2.039189,-1.4534516,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,-1.0188663,-1.2482505,-0.26441452,0.0055218944,-1.2737762,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,3.517992503387457e-05
483,-0.7120065,-0.31727704,-1.3570733,1.4852144,-0.31713596,1.248459,-0.2469495,-0.23607753,0.5015696,0.726259,-0.26441452,3.371024,-1.2664572,-0.11675073,-0.26468047,11.6332855,-0.6012105,-0.3449856,0,2.8993511282835858e-05
484,4.608923,-0.31727704,0.9367317,-0.54470265,-0.23974264,0.13976903,-0.2469495,-0.23607753,-0.48904258,-0.724527,0.21199754,0.0696986,-1.2737762,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,5.068238218949444e-06
635,-0.53562206,-0.31727704,-1.3956246,3.515131,1.3210233,1.8231676,0.79105115,1.1026495,-0.90907544,-1.0663878,-0.26441452,1.6948794,-1.2664572,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,1,0.4895007213213638
641,1.8749648,6.6450095,-1.434176,3.515131,2.140103,1.8231676,7.538056,5.7881947,-2.5941973,-1.704322,-0.26441452,0.06026085,-1.2668754,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,1,0.9996856326770271
642,0.111120746,1.6107407,-1.3570733,3.515131,3.3687224,2.9725847,7.538056,5.7881947,-1.3332671,-1.4262546,-0.26441452,0.118774906,-1.2668754,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,1,0.9999844247805825
485,-0.6238143,-0.21016496,-0.18125731,-0.54470265,0.11020995,0.19066201,-0.2469495,-0.23607753,0.28531504,0.4538508,-0.26441452,3.371024,-1.2664572,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,9.10988460402148e-05
486,-0.59441686,0.004059224,-1.4149003,-0.54470265,1.6486552,1.3634006,-0.2469495,-0.23607753,-1.0263519,-1.2647133,0.21199754,0.0696986,-1.2664572,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.0005881621937276042
487,3.1684504,4.288543,-1.202868,-0.54470265,2.140103,2.9725847,-0.2469495,-0.23607753,-1.0770886,-1.3195035,0.21199754,0.0055218944,-1.2737762,-0.11675073,-0.26468047,-0.085960224,-0.6012105,2.8986719,0,0.0006513303435454949
488,3.1684504,4.288543,-1.202868,-0.54470265,2.140103,2.9725847,-0.2469495,-0.23607753,-1.0770886,-1.3195035,0.21199754,0.0055218944,-1.2737762,-0.11675073,3.404957,-0.085960224,-0.6012105,2.8986719,0,0.006538870307230404
489,2.756887,-0.31727704,-1.202868,-0.54470265,2.140103,2.9725847,-0.2469495,-0.23607753,-1.0770886,-1.3195035,0.21199754,0.0055218944,-1.2737762,-0.11675073,-0.26468047,-0.085960224,-0.6012105,2.8986719,0,0.0029162261497617113
490,2.756887,-0.31727704,-1.202868,-0.54470265,2.140103,2.9725847,-0.2469495,-0.23607753,-1.0770886,-1.3195035,0.21199754,0.0055218944,-1.2737762,-0.11675073,3.404957,-0.085960224,-0.6012105,2.8986719,0,0.028689001245401913
491,1.6397856,-0.31727704,-1.4149003,-0.54470265,-0.31713596,0.44386676,-0.2469495,-0.23607753,-2.5276573,-1.6991774,0.21199754,0.0055218944,-1.2737762,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00010011654254825386
492,1.228222,4.288543,0.9367317,-0.54470265,-0.23974264,0.13976903,-0.2469495,-0.23607753,-1.0255202,-1.2613692,0.21199754,0.0055218944,-1.2737762,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,5.729759948215428e-06
493,-0.30044287,0.4325076,-1.3570733,-0.54470265,3.3687224,2.9725847,-0.2469495,-0.23607753,-1.0255202,-1.2631699,-0.26441452,1.281506,-1.2737762,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.005436519636804671
494,-0.7120065,-0.31727704,0.1464292,1.4852144,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00010686741222514214
495,-0.7120065,-0.31727704,0.1464292,1.4852144,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00010686741222514214
496,-0.7120065,-0.31727704,0.1464292,1.4852144,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00010686741222514214
497,-0.7120065,-0.31727704,0.1464292,1.4852144,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,0.00010686741222514214
498,0.16991554,-0.31727704,1.2836937,-0.54470265,-0.31713596,-0.41225082,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,3.3781363328099274e-06
499,0.31690255,-0.31727704,1.2836937,-0.54470265,-0.31713596,-0.41225082,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,0.96500033,-0.3449856,0,1.7923022009432492e-06
500,0.31690255,-0.31727704,1.2836937,-0.54470265,-0.31713596,-0.41225082,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,0.96500033,-0.3449856,0,1.7923022009432492e-06
501,0.16991554,-0.31727704,1.2836937,-0.54470265,-0.31713596,-0.41225082,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,0.96500033,-0.3449856,0,1.8734317146679376e-06
502,0.40509474,-0.31727704,1.2836937,-0.54470265,-0.31713596,-0.41225082,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,0.96500033,-0.3449856,0,1.7453207845580055e-06
503,-0.32984027,-0.31727704,-1.1257653,-0.54470265,-0.31713596,-0.24578345,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,1.1160220880288298e-05
504,-0.32984027,-0.31727704,-1.1257653,-0.54470265,-0.31713596,-0.24578345,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,1.1160220880288298e-05
505,0.16991554,-0.31727704,0.9367317,-0.54470265,-0.23974264,0.13976903,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,3.404957,-0.085960224,-0.6012105,2.8986719,0,0.00020509898447190959
506,-0.6238143,-0.31727704,0.6090452,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,0.96500033,-0.3449856,0,2.9663357732284693e-06
507,-0.6238143,-0.31727704,0.6090452,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,-0.6012105,-0.3449856,0,5.3488353892144195e-06
508,-0.32984027,-0.31727704,0.6090452,-0.54470265,-0.31713596,-0.47566697,-0.2469495,-0.23607753,0.7868593,0.82812274,-0.26441452,-0.50977933,0.7968752,-0.11675073,-0.26468047,-0.085960224,0.96500033,-0.3449856,0,2.7149828352305983e-06
