,F65,F64,F67,F34,F66,F69,F68,F102,F103,F105,F107,F108,F94,F95,F109,F23,F22,F111,F112,F116,F117,F118,F120,F110,F121,F123,F114,F115,F61,F41,F40,F42,F45,F46,F127,F35,F131,F38,F132,F37,F134,F39,F135,F136,F84,F146,F16,F3,F7,F12,F2,F13,F18,F14,F1,F5,F9,F19,F15,F11,category,1
636,-0.48990074,-0.76944625,-0.4892179,-1.0586799,-0.7546412,0.6399877,-0.5856477,-0.09271655,-0.41032523,0.7670511,-0.28275108,0.024615882,-0.7551434,-0.3621016,1.514659,0.8951104,0.9631263,-0.7551433,-0.3621016,-0.80678064,-0.28713745,-0.23385027,-0.25211012,-0.28713742,-0.13783385,-0.25211012,-0.098670274,0.86908174,-0.46202853,-0.38288683,-0.4870455,-0.3047757,-0.36843112,-0.009374153,-0.5009001,-0.20393133,1.0436264,-0.2588163,-0.80711204,-0.17184673,-0.8693085,-0.14385693,-0.89500713,-0.5222718,-0.084020436,0.18034565,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.075915545,0,0.001526097387097771
637,-0.30666482,-0.4130877,-0.3179857,0.1311867,0.0058873747,-0.26503903,-0.22547159,-0.6250115,-0.7579413,0.18470454,-0.28275108,0.024615882,-0.8916499,-0.6667066,1.4038471,0.00031047114,-0.6413419,-0.8916498,-0.6667066,-0.80678064,-0.407619,-0.043326043,-0.88383424,-0.407619,-0.58134377,-0.88383424,-0.56048197,-0.6877364,-0.5126187,-0.39324254,-0.4870455,-0.3141971,-0.37762898,-0.6767661,-0.53578794,-0.20393133,1.5090519,-0.2588163,-0.44481272,-0.17184673,-0.87777686,-0.14385693,-0.6754445,-0.15592457,-0.039487865,0.31075123,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.075915545,0,3.381045629213924e-05
638,-0.30666482,-0.4130877,-0.3179857,0.5773867,0.0058873747,-0.32537416,-0.22547159,-0.6250115,-0.7579413,-0.65969783,-0.28275108,-0.8849096,-0.8916499,-0.6667066,-0.44301668,0.44771042,0.9631263,-0.8916498,-0.6667066,-0.1472283,-0.43792647,-0.30126533,1.7533792,-0.4379264,-0.24871136,1.7533792,-0.56048197,-0.6877364,-0.4788919,-0.39324254,-0.4870455,-0.3141971,-0.37762898,-0.6767661,-0.53578794,-0.20393133,1.5090519,-0.2588163,-0.44481272,-0.17184673,-0.87777686,-0.14385693,-0.6754445,-0.15592457,-0.039487865,0.31075123,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,3.4471273,-0.13851993,-0.026352312,-0.33832303,-0.075915545,0,0.00012823842611158908
639,-0.30666482,-0.4130877,-0.3179857,0.72612,0.0058873747,-0.023698593,-0.22547159,-0.6250115,-0.7579413,-0.51411116,0.41041723,0.024615882,-0.8916499,-0.6667066,0.59122705,0.8951104,0.9631263,-0.8916498,-0.6667066,-0.80678064,-0.109595545,-0.18240847,-0.25211012,-0.109595545,-0.13783385,-0.25211012,-0.56048197,-0.6877364,-0.4788919,-0.39324254,-0.4870455,-0.3141971,-0.37762898,-0.6767661,-0.53578794,-0.20393133,1.5090519,-0.2588163,-0.44481272,-0.17184673,-0.87777686,-0.14385693,-0.6754445,-0.15592457,-0.039487865,0.31075123,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.075915545,0,5.5792597193108466e-05
640,-0.388103,-0.4130877,-0.14675352,0.4286534,0.0058873747,-0.38570926,-0.22547159,-0.63516426,-0.62455374,0.7670511,-0.28275108,0.024615882,-0.8916499,-0.8697766,-1.2556367,0.44771042,-0.6413419,-0.8916498,-0.86977667,0.512324,0.39384526,-0.11903952,1.7533792,0.39384523,-0.24871136,1.7533792,-0.56048197,-0.6877364,-0.3271215,-0.39324254,-0.4870455,-0.3141971,-0.37762898,-0.6767661,-0.5308039,-0.20393133,0.28895655,-0.2588163,-0.44481272,-0.17184673,-0.87777686,-0.14385693,-0.6754445,-0.15592457,-0.039487865,0.31075123,2.9896376,-0.2857285,-0.18578252,-0.07990816,-0.32597896,-0.08478924,11.9624405,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,2.9557548,-0.075915545,0,0.1344599661020313
641,-0.16414799,-0.4130877,-0.4892179,1.3210534,0.0058873747,-0.26503903,-0.22547159,-0.5684461,-0.729647,-1.13881,-0.07480061,0.024615882,-0.8916499,-0.6667066,0.59122705,0.8951104,0.9631263,-0.8916498,-0.6667066,-0.80678064,-0.109595545,-0.18240847,-0.25211012,-0.109595545,-0.13783385,-0.25211012,-0.56048197,-0.6877364,-0.4114384,-0.39324254,-0.4870455,-0.3141971,-0.37762898,-0.6767661,-0.5582158,-0.20393133,0.30927214,-0.2588163,-0.44481272,-0.17184673,-0.87777686,-0.14385693,-0.6754445,-0.15592457,-0.039487865,0.31075123,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.075915545,0,9.762297637821878e-05
642,-0.26594573,-0.4130877,-0.4892179,0.1311867,0.0058873747,-0.38570926,-0.22547159,-0.755547,-0.7983618,-0.3976418,-0.28275108,0.024615882,-0.8916499,-0.76824164,0.59122705,0.8951104,0.9631263,-0.8916498,-0.7682417,-0.80678064,-0.109595545,-0.18240847,-0.25211012,-0.109595545,-0.13783385,-0.25211012,-0.56048197,-0.6877364,-0.59693563,-0.39324254,-0.4870455,-0.3141971,-0.37762898,-0.6767661,-0.5781517,-0.20393133,-1.2783159,-0.2588163,-0.44481272,-0.17184673,-0.87777686,-0.14385693,-0.6754445,-0.15592457,-0.039487865,0.31075123,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.075915545,0,0.0001844635717700843
643,-0.26594573,-0.4130877,-0.4892179,0.1311867,0.0058873747,-0.38570926,-0.22547159,-0.755547,-0.7983618,-0.3976418,-0.28275108,0.024615882,-0.8916499,-0.76824164,0.59122705,0.8951104,0.9631263,-0.8916498,-0.7682417,-0.80678064,-0.109595545,-0.18240847,-0.25211012,-0.109595545,-0.13783385,-0.25211012,-0.56048197,-0.6877364,-0.59693563,-0.39324254,-0.4870455,-0.3141971,-0.37762898,-0.6767661,-0.5781517,-0.20393133,-1.2783159,-0.2588163,-0.44481272,-0.17184673,-0.87777686,-0.14385693,-0.6754445,-0.15592457,-0.039487865,0.31075123,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.075915545,0,0.0001844635717700843
645,-0.388103,-0.4130877,-0.4892179,0.1311867,0.0058873747,-0.38570926,-0.22547159,-0.76569974,-0.79027766,-0.3976418,-0.28275108,0.024615882,-0.8916499,-0.76824164,0.59122705,0.8951104,0.9631263,-0.8916498,-0.7682417,-0.80678064,-0.109595545,-0.18240847,-0.25211012,-0.109595545,-0.13783385,-0.25211012,-0.56048197,-0.6877364,-0.5632089,-0.39324254,-0.4870455,-0.3141971,-0.37762898,-0.6767661,-0.5681838,-0.20393133,-0.7157922,-0.2588163,-0.44481272,-0.17184673,-0.87777686,-0.14385693,-0.6754445,-0.15592457,-0.039487865,0.31075123,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.075915545,0,0.00015399299807177904
646,-0.388103,-0.4130877,-0.4892179,0.1311867,0.0058873747,-0.38570926,-0.22547159,-0.76569974,-0.79027766,-0.3976418,-0.28275108,0.024615882,-0.8916499,-0.76824164,0.59122705,0.8951104,0.9631263,-0.8916498,-0.7682417,-0.80678064,-0.109595545,-0.18240847,-0.25211012,-0.109595545,-0.13783385,-0.25211012,-0.56048197,-0.6877364,-0.5632089,-0.39324254,-0.4870455,-0.3141971,-0.37762898,-0.6767661,-0.5681838,-0.20393133,-0.7157922,-0.2588163,-0.44481272,-0.17184673,-0.87777686,-0.14385693,-0.6754445,-0.15592457,-0.039487865,0.31075123,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.075915545,0,0.00015399299807177904
649,0.5891553,-0.3760812,0.19571091,-1.0586799,0.027310714,-0.38570926,-0.30265215,-0.021647215,0.038341943,0.7670511,-0.28275108,0.024615882,-0.516257,-0.6667066,-0.036706623,0.8951104,0.9631263,-0.51625687,-0.6667066,0.512324,-0.6433438,-0.35991523,-0.25211012,-0.6433438,-0.13783385,-0.25211012,-0.3516628,1.3880211,0.887042,-0.14056315,2.0779195,-0.23882614,-0.052638188,1.5457728,-0.21930537,0.06528795,1.1758751,-0.01863288,-0.4202617,-0.17184673,-0.78709465,0.09614056,-0.5952775,-0.2217248,-0.3612887,-0.6315842,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.075915545,0,0.3484924868642319
651,0.16160479,-0.3760812,-0.4892179,0.1311867,0.027310714,-0.32537416,-0.30265215,-0.44951367,-0.15971836,0.18470454,-0.07480061,0.024615882,-0.516257,0.6532485,-0.81238943,0.8951104,0.9631263,-0.51625687,0.65324855,-0.80678064,1.0067296,-0.03259699,-0.25211012,1.0067296,-0.13783385,-0.25211012,-0.3516628,-0.4931341,-0.07417078,-0.14056315,0.68537027,-0.23882614,-0.052638188,1.5457728,-0.36384067,-0.17129868,-0.116923876,-0.2272132,-0.4202617,-0.14963567,-0.78709465,-0.109571576,-0.5952775,-0.2217248,-0.3612887,-0.6315842,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.075915545,0,0.0009923496508575064
652,-0.32702434,-0.09990331,-0.4892179,0.1311867,-0.8581873,-0.38570926,-0.7400089,-0.6438666,-0.3456525,-0.3976418,-0.28275108,1.8436669,-1.1987895,-0.8697766,1.4038471,0.00031047114,-0.6413419,-1.1987896,-0.86977667,-0.80678064,-0.407619,-0.043326043,-0.88383424,-0.407619,-0.58134377,-0.88383424,-0.9299314,-0.6877364,-0.17535108,-0.30211228,2.7451832,-0.031556036,-0.4266842,2.3234239,-0.4934241,0.0081808325,-0.29158142,-0.012312265,-0.40833038,-0.17184673,-0.5005813,-0.03242952,-0.33800277,-0.6094126,-0.3612887,-0.6315842,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.075915545,0,0.0001706070386687448
653,-0.16414799,-0.09990331,0.024478696,1.3210534,-0.8581873,4.4410996,-0.7400089,0.64118314,0.4587148,-1.6902614,9.075021,-0.8849096,-1.1987895,-0.8697766,-1.2556367,0.8951104,0.9631263,-1.1987896,-0.86977667,-0.80678064,-0.8319236,-0.43900594,-0.25211012,-0.8319236,-0.13783385,-0.25211012,-0.9299314,-0.6877364,1.679621,-0.30211228,0.14589828,-0.031556036,-0.4266842,2.3234239,2.108212,-0.17129868,-0.2484347,-0.21457197,-0.40833038,-0.17184673,-0.5005813,-0.13528559,-0.33800277,-0.6094126,-0.3612887,-0.6315842,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.075915545,0,1.6279663854572422e-06
654,-0.69349617,-0.09990331,-0.4892179,-1.0586799,-0.8581873,-0.38570926,-0.7400089,-0.71783674,-0.61242765,0.7670511,-0.28275108,0.024615882,-1.1987895,-0.8697766,1.514659,0.8951104,0.9631263,-1.1987896,-0.86977667,-0.80678064,-0.28713745,-0.23385027,-0.25211012,-0.28713742,-0.13783385,-0.25211012,-0.9299314,-0.6877364,-0.14162432,-0.30211228,-0.4870455,-0.031556036,-0.4266842,2.3234239,-0.50837606,-0.20393133,-0.03552296,-0.2588163,-0.40833038,-0.17184673,-0.5005813,-0.14385693,-0.33800277,-0.6094126,-0.3612887,-0.6315842,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.075915545,0,0.00022731044940959696
655,-0.77493435,-0.26369122,-0.4892179,0.1311867,-0.3654505,-0.38570926,0.2890657,-0.8672274,-0.4830821,0.7670511,-0.28275108,0.024615882,-0.00435761,-0.1590316,1.2560982,0.00031047114,-0.6413419,-0.0043576406,-0.15903154,0.512324,-0.43437696,-0.065229364,-0.88383424,-0.43437696,-0.58134377,-0.88383424,0.3534191,2.0366955,-0.34398487,0.076906785,-0.4870455,1.2874355,-0.72408146,0.5994806,-0.54575586,-0.20393133,-0.4913614,-0.2588163,1.6195362,-0.17184673,-0.13714683,-0.14385693,2.2451553,-1.6835568,-0.3612887,-0.6315842,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.075915545,0,0.8347248296041448
656,-0.77493435,-0.26369122,-0.4892179,0.1311867,-0.3654505,-0.38570926,0.2890657,-0.8672274,-0.4830821,0.7670511,-0.28275108,0.024615882,-0.00435761,-0.1590316,1.2560982,0.00031047114,-0.6413419,-0.0043576406,-0.15903154,0.512324,-0.43437696,-0.065229364,-0.88383424,-0.43437696,-0.58134377,-0.88383424,0.3534191,2.0366955,-0.34398487,0.076906785,-0.4870455,1.2874355,-0.72408146,0.5994806,-0.54575586,-0.20393133,-0.4913614,-0.2588163,1.6195362,-0.17184673,-0.13714683,-0.14385693,2.2451553,-1.6835568,-0.3612887,-0.6315842,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.075915545,1,0.8347248296041448
657,-0.77493435,-0.26369122,-0.4892179,0.1311867,-0.3654505,-0.38570926,0.2890657,-0.8672274,-0.4830821,0.7670511,-0.28275108,0.024615882,-0.00435761,-0.1590316,1.2560982,0.00031047114,-0.6413419,-0.0043576406,-0.15903154,0.512324,-0.43437696,-0.065229364,-0.88383424,-0.43437696,-0.58134377,-0.88383424,0.3534191,2.0366955,-0.34398487,0.076906785,-0.4870455,1.2874355,-0.72408146,0.5994806,-0.54575586,-0.20393133,-0.4913614,-0.2588163,1.6195362,-0.17184673,-0.13714683,-0.14385693,2.2451553,-1.6835568,-0.3612887,-0.6315842,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.075915545,1,0.8347248296041448
658,-0.77493435,-0.26369122,-0.4892179,0.1311867,-0.3654505,-0.38570926,0.2890657,-0.8672274,-0.4830821,0.7670511,-0.28275108,0.024615882,-0.00435761,-0.1590316,1.2560982,0.00031047114,-0.6413419,-0.0043576406,-0.15903154,0.512324,-0.43437696,-0.065229364,-0.88383424,-0.43437696,-0.58134377,-0.88383424,0.3534191,2.0366955,-0.34398487,0.076906785,-0.4870455,1.2874355,-0.72408146,0.5994806,-0.54575586,-0.20393133,-0.4913614,-0.2588163,1.6195362,-0.17184673,-0.13714683,-0.14385693,2.2451553,-1.6835568,-0.3612887,-0.6315842,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.075915545,1,0.8347248296041448
659,-0.77493435,-0.26369122,-0.4892179,0.1311867,-0.3654505,-0.38570926,0.2890657,-0.8672274,-0.4830821,0.7670511,-0.28275108,0.024615882,-0.00435761,-0.1590316,1.2560982,0.00031047114,-0.6413419,-0.0043576406,-0.15903154,0.512324,-0.43437696,-0.065229364,-0.88383424,-0.43437696,-0.58134377,-0.88383424,0.3534191,2.0366955,-0.34398487,0.076906785,-0.4870455,1.2874355,-0.72408146,0.5994806,-0.54575586,-0.20393133,-0.4913614,-0.2588163,1.6195362,-0.17184673,-0.13714683,-0.14385693,2.2451553,-1.6835568,-0.3612887,-0.6315842,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.075915545,1,0.8347248296041448
660,-0.77493435,-0.26369122,-0.4892179,0.1311867,-0.3654505,-0.38570926,0.2890657,-0.8672274,-0.4830821,0.7670511,-0.28275108,0.024615882,-0.00435761,-0.1590316,1.2560982,0.00031047114,-0.6413419,-0.0043576406,-0.15903154,0.512324,-0.43437696,-0.065229364,-0.88383424,-0.43437696,-0.58134377,-0.88383424,0.3534191,2.0366955,-0.34398487,0.076906785,-0.4870455,1.2874355,-0.72408146,0.5994806,-0.54575586,-0.20393133,-0.4913614,-0.2588163,1.6195362,-0.17184673,-0.13714683,-0.14385693,2.2451553,-1.6835568,-0.3612887,-0.6315842,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.075915545,1,0.8347248296041448
661,-0.77493435,-0.26369122,-0.4892179,0.1311867,-0.3654505,-0.38570926,0.2890657,-0.8672274,-0.4830821,0.7670511,-0.28275108,0.024615882,-0.00435761,-0.1590316,1.2560982,0.00031047114,-0.6413419,-0.0043576406,-0.15903154,0.512324,-0.43437696,-0.065229364,-0.88383424,-0.43437696,-0.58134377,-0.88383424,0.3534191,2.0366955,-0.34398487,0.076906785,-0.4870455,1.2874355,-0.72408146,0.5994806,-0.54575586,-0.20393133,-0.4913614,-0.2588163,1.6195362,-0.17184673,-0.13714683,-0.14385693,2.2451553,-1.6835568,-0.3612887,-0.6315842,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.075915545,1,0.8347248296041448
662,-0.77493435,-0.26369122,-0.4892179,0.1311867,-0.3654505,-0.38570926,0.2890657,-0.8672274,-0.4830821,0.7670511,-0.28275108,0.024615882,-0.00435761,-0.1590316,1.2560982,0.00031047114,-0.6413419,-0.0043576406,-0.15903154,0.512324,-0.43437696,-0.065229364,-0.88383424,-0.43437696,-0.58134377,-0.88383424,0.3534191,2.0366955,-0.34398487,0.076906785,-0.4870455,1.2874355,-0.72408146,0.5994806,-0.54575586,-0.20393133,-0.4913614,-0.2588163,1.6195362,-0.17184673,-0.13714683,-0.14385693,2.2451553,-1.6835568,-0.3612887,-0.6315842,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.075915545,1,0.8347248296041448
663,-0.388103,-0.26369122,0.36694315,0.1311867,-0.3654505,-0.084033705,0.2890657,-0.063708656,0.3617057,-1.8951042,-0.28275108,0.024615882,-0.00435761,-0.76824164,-0.036706623,0.8951104,0.9631263,-0.0043576406,-0.7682417,-0.80678064,-0.6433438,-0.35991523,-0.25211012,-0.6433438,-0.13783385,-0.25211012,0.3534191,0.86908174,-0.44516516,0.076906785,0.90875167,1.2874355,-0.72408146,0.5994806,-0.4037125,-0.097875245,0.37771866,-0.094480276,1.6195362,-0.17184673,-0.13714683,-0.14385693,2.2451553,-1.6835568,-0.3612887,-0.6315842,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.075915545,0,0.009185224155662699
664,-0.388103,-0.26369122,0.36694315,-1.0586799,-0.3654505,-0.38570926,0.2890657,-0.063708656,0.3617057,0.7670511,-0.28275108,-0.8849096,-0.00435761,-0.76824164,-1.1448249,-1.7892894,-2.24581,-0.0043576406,-0.7682417,1.8314286,2.4367933,-0.27844933,-0.25211012,2.4367933,-0.13783385,-0.25211012,0.3534191,0.86908174,-0.44516516,0.076906785,0.90875167,1.2874355,-0.72408146,0.5994806,-0.4037125,-0.097875245,0.37771866,-0.094480276,1.6195362,-0.17184673,-0.13714683,-0.14385693,2.2451553,-1.6835568,-0.3612887,-0.6315842,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.075915545,1,0.9999391280643678
665,-0.22522663,-0.26369122,-0.3179857,0.1311867,-0.3654505,-0.38570926,0.2890657,-0.5394382,0.022173751,-0.3976418,-0.28275108,0.024615882,-0.00435761,-0.8697766,1.4038471,0.00031047114,-0.6413419,-0.0043576406,-0.86977667,-0.80678064,-0.407619,-0.043326043,-0.88383424,-0.407619,-0.58134377,-0.88383424,0.3534191,-0.6877364,-0.4788919,0.076906785,-0.4870455,1.2874355,-0.72408146,0.5994806,-0.47598016,-0.20393133,0.7509508,-0.2588163,1.6195362,-0.17184673,-0.13714683,-0.14385693,2.2451553,-1.6835568,-0.3612887,-0.6315842,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.075915545,0,0.0005123635901543404
666,0.08016659,-0.26369122,-0.3179857,0.1311867,-0.3654505,-0.38570926,0.2890657,0.8906511,0.7214478,-0.3976418,-0.28275108,0.024615882,-0.00435761,-0.56517166,0.48041534,0.00031047114,-0.6413419,-0.0043576406,-0.5651716,1.8314286,-0.41562474,-0.04983627,-0.88383424,-0.4156247,-0.58134377,-0.88383424,0.3534191,1.6474909,2.52279,0.076906785,1.3118488,1.2874355,-0.72408146,0.5994806,2.8657765,-0.13866605,-0.29730433,0.17098561,1.6195362,-0.016369287,-0.13714683,-0.5295672,2.2451553,-1.6835568,-0.3612887,-0.6315842,2.9896376,-0.2857285,-0.18578252,-0.07990816,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,2.9557548,-0.075915545,1,0.9977921730793624
667,0.08016659,-0.26369122,-0.3179857,-1.0586799,-0.3654505,1.5450144,0.2890657,0.8906511,0.7214478,0.7670511,-0.28275108,0.024615882,-0.00435761,-0.56517166,1.1822237,0.00031047114,-0.6413419,-0.0043576406,-0.5651716,1.8314286,0.9045822,-0.033851344,-0.25211012,0.9045822,-0.13783385,-0.25211012,0.3534191,1.6474909,1.1737195,0.076906785,1.3118488,1.2874355,-0.72408146,0.5994806,2.8657765,-0.13866605,-0.29730433,0.17098561,1.6195362,-0.016369287,-0.13714683,-0.5295672,2.2451553,-1.6835568,-0.3612887,-0.6315842,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.32597896,-0.08478924,-0.08359497,-0.07471743,2.6749535,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.075915545,1,0.9999445069748822
668,0.08016659,-0.26369122,-0.3179857,-1.0586799,-0.3654505,-0.084033705,0.2890657,0.8906511,0.7214478,0.7670511,-0.28275108,0.024615882,-0.00435761,-0.56517166,1.1822237,0.00031047114,-0.6413419,-0.0043576406,-0.5651716,1.8314286,0.9045822,-0.033851344,-0.25211012,0.9045822,-0.13783385,-0.25211012,0.3534191,1.6474909,-0.34398487,0.076906785,1.3118488,1.2874355,-0.72408146,0.5994806,2.8657765,-0.13866605,-0.29730433,0.17098561,1.6195362,-0.016369287,-0.13714683,-0.5295672,2.2451553,-1.6835568,-0.3612887,-0.6315842,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.075915545,1,0.9999623627379592
669,0.08016659,-0.26369122,-0.3179857,2.8083868,-0.3654505,2.1483655,0.2890657,0.8906511,0.7214478,-1.7689737,8.86707,0.024615882,-0.00435761,-0.56517166,-1.1817622,-0.4470895,-0.6413419,-0.0043576406,-0.5651716,-0.80678064,-0.3722603,-0.26120204,-0.25211012,-0.37226027,-0.13783385,-0.25211012,0.3534191,1.6474909,2.4553366,0.076906785,1.3118488,1.2874355,-0.72408146,0.5994806,2.8657765,-0.13866605,-0.29730433,0.17098561,1.6195362,-0.016369287,-0.13714683,-0.5295672,2.2451553,-1.6835568,-0.3612887,-0.6315842,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.075915545,0,0.0006472987067391833
670,-0.59169847,-0.48778594,-0.4892179,0.72612,-0.87961066,-0.26503903,-0.8429163,-0.8222651,-0.7094368,-1.774097,-0.07480061,0.024615882,-1.062283,-0.8697766,-0.81238943,0.8951104,0.9631263,-1.062283,-0.86977667,1.8314286,1.0067296,-0.03259699,-0.25211012,1.0067296,-0.13783385,-0.25211012,2.2367778,2.4259,-0.66438913,-0.3911714,-0.22365348,-0.1870086,-0.45734373,-0.19288392,-0.54575586,-0.187615,-0.9026088,-0.23353381,-0.8798473,-0.17184673,-0.7719222,-0.14385693,-0.878002,-0.6719524,-0.049560707,0.28125474,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.075915545,1,0.9999747252523778
671,-0.4288221,-0.48778594,-0.4892179,0.5773867,-0.87961066,1.303674,-0.8429163,-0.46111685,-0.2405593,-1.3454404,0.13314988,-0.8849096,-1.062283,-0.8697766,-1.1448249,-1.7892894,-2.24581,-1.062283,-0.86977667,1.8314286,2.4367933,-0.27844933,-0.25211012,2.4367933,-0.13783385,-0.25211012,2.2367778,2.4259,0.060736265,-0.3911714,0.30675524,-0.1870086,-0.45734373,-0.19288392,-0.3613487,-0.20393133,0.13470176,-0.20193073,-0.8798473,-0.17184673,-0.7719222,-0.22099899,-0.878002,-0.6719524,-0.049560707,0.28125474,-0.33448875,-0.2857285,-0.18578252,-0.07990816,-0.32597896,-0.08478924,-0.08359497,-0.07471743,-0.32707766,-0.25154018,-0.13851993,-0.026352312,-0.33832303,-0.075915545,1,0.9999881751109341
